listing_id,date,month_name,month_num,vacant_days,reserved_days,occupancy,booking_lead_time_avg,length_of_stay_avg,min_nights_avg,booked_rate_avg,rate_avg,revenue
28698010,1/1/2025,Jan,1,13,18,0.58,22,7,7,1143,1132,20553
28698010,2/1/2025,Feb,2,16,12,0.43,17,9,7,1227,1203,14722
28698010,3/1/2025,Mar,3,11,20,0.65,5,9,7,1188,1182,23756
28698010,4/1/2025,Apr,4,23,7,0.23,,,7,1047,1099,7327
28698010,5/1/2025,May,5,22,9,0.29,5,7,7,1185,1179,10675
28698010,6/1/2025,Jun,6,22,8,0.27,1,9,7,1255,1244,10039
28698010,7/1/2025,Jul,7,22,9,0.29,18,1,7,1227,1216,11042
28698010,8/1/2025,Aug,8,31,0,0.00,,,7,,1199,0
28698010,9/1/2025,Sep,9,29,1,0.03,5,8,7,1227,1088,1227
28698010,10/1/2025,Oct,10,24,7,0.23,,,7,1210,1160,8477
28698010,11/1/2025,Nov,11,18,12,0.40,9,12,7,1160,1138,13943
28698010,12/1/2025,Dec,12,26,5,0.16,1,5,7,1026,1099,5131
27855002,1/1/2025,Jan,1,16,15,0.48,5,7,1,2829,2511,42435
27855002,2/1/2025,Feb,2,5,23,0.82,2,2,1,1461,1461,33651
27855002,3/1/2025,Mar,3,19,12,0.39,17,1,1,1460,1472,17556
27855002,4/1/2025,Apr,4,18,12,0.40,23,2,1,1460,1437,17515
27855002,5/1/2025,May,5,17,14,0.45,10,4,1,1403,1403,19617
27855002,6/1/2025,Jun,6,28,2,0.07,4,2,1,1701,1746,3402
27855002,7/1/2025,Jul,7,31,0,0.00,,,1,,1746,0
27855002,8/1/2025,Aug,8,28,3,0.10,14,1,1,1690,1746,5075
27855002,9/1/2025,Sep,9,21,9,0.30,7,3,1,1656,1640,14891
27855002,10/1/2025,Oct,10,27,4,0.13,1,1,1,1517,1573,6079
27855002,11/1/2025,Nov,11,25,5,0.17,1,1,1,1495,1495,7473
27855002,12/1/2025,Dec,12,24,7,0.23,7,1,1,1500,1528,10485
17544631,1/1/2025,Jan,1,7,24,0.77,45,35,14,1443,1455,34698
17544631,2/1/2025,Feb,2,1,27,0.96,1,29,14,1350,1344,36396
17544631,3/1/2025,Mar,3,3,28,0.90,4,2,14,1240,1240,34764
17544631,4/1/2025,Apr,4,0,30,1.00,123,34,14,1208,1208,36176
17544631,5/1/2025,May,5,9,22,0.71,54,17,14,1274,1257,28000
17544631,6/1/2025,Jun,6,7,23,0.77,1,6,14,1238,1233,28443
17544631,7/1/2025,Jul,7,26,5,0.16,120,5,14,1171,1171,5856
17544631,8/1/2025,Aug,8,31,0,0.00,,,14,,1132,0
17544631,9/1/2025,Sep,9,30,0,0.00,,,14,,1121,0
17544631,10/1/2025,Oct,10,31,0,0.00,,,14,,1132,0
17544631,11/1/2025,Nov,11,30,0,0.00,,,14,,1104,0
17544631,12/1/2025,Dec,12,14,17,0.55,99,18,14,959,948,16285
20991661,1/1/2025,Jan,1,31,0,0.00,,,3,,1461,0
20991661,2/1/2025,Feb,2,28,0,0.00,,,3,,1683,0
20991661,3/1/2025,Mar,3,31,0,0.00,,,3,,1802,0
20991661,4/1/2025,Apr,4,30,0,0.00,,,3,,1860,0
20991661,5/1/2025,May,5,31,0,0.00,,,3,,1738,0
20991661,6/1/2025,Jun,6,29,1,0.03,1,1,3,1785,1768,1785
20991661,7/1/2025,Jul,7,31,0,0.00,,,3,,1785,0
20991661,8/1/2025,Aug,8,31,0,0.00,,,3,,1796,0
20991661,9/1/2025,Sep,9,30,0,0.00,,,3,,1879,0
20991661,10/1/2025,Oct,10,31,0,0.00,,,3,,1902,0
20991661,11/1/2025,Nov,11,30,0,0.00,,,3,,1935,0
20991661,12/1/2025,Dec,12,16,15,0.48,1,15,3,1891,1874,28387
22857625,1/1/2025,Jan,1,25,6,0.19,43,5,1,1253,1224,7505
22857625,2/1/2025,Feb,2,17,11,0.39,3,2,1,1268,1262,13963
22857625,3/1/2025,Mar,3,28,3,0.10,4,2,1,1315,1280,3940
22857625,4/1/2025,Apr,4,28,2,0.07,19,2,1,1317,1265,2633
22857625,5/1/2025,May,5,5,26,0.84,103,26,1,1241,1246,32247
22857625,6/1/2025,Jun,6,30,0,0.00,,,1,,1311,0
22857625,7/1/2025,Jul,7,28,3,0.10,10,3,1,1322,1366,3960
22857625,8/1/2025,Aug,8,31,0,0.00,,,1,,1299,0
22857625,9/1/2025,Sep,9,30,0,0.00,,,1,,1288,0
22857625,10/1/2025,Oct,10,31,0,0.00,,,1,,1277,0
22857625,11/1/2025,Nov,11,30,0,0.00,,,1,,1294,0
22857625,12/1/2025,Dec,12,31,0,0.00,,,1,,1372,0
18191946,1/1/2025,Jan,1,18,13,0.42,111,2,1,1674,1622,21766
18191946,2/1/2025,Feb,2,19,9,0.32,42,4,1,1583,1542,14255
18191946,3/1/2025,Mar,3,26,5,0.16,5,2,1,1541,1541,7706
18191946,4/1/2025,Apr,4,28,2,0.07,6,2,1,1545,1523,3091
18191946,5/1/2025,May,5,29,2,0.07,1,2,1,1481,1621,2962
18191946,6/1/2025,Jun,6,24,6,0.20,2,6,1,1941,1757,11656
18191946,7/1/2025,Jul,7,14,17,0.55,1,17,1,1785,1768,30339
18191946,8/1/2025,Aug,8,31,0,0.00,,,1,,1640,0
18191946,9/1/2025,Sep,9,29,1,0.03,20,9,1,1562,1662,1562
18191946,10/1/2025,Oct,10,21,10,0.32,74,2,1,1606,1539,16062
18191946,11/1/2025,Nov,11,30,0,0.00,,,1,,1506,0
18191946,12/1/2025,Dec,12,26,5,0.16,114,1,1,1829,1707,9146
1001735,1/1/2025,Jan,1,4,27,0.87,37,1,6,4220,4203,113910
1001735,2/1/2025,Feb,2,8,20,0.71,1,2,6,4160,4154,83250
1001735,3/1/2025,Mar,3,25,6,0.19,1,2,6,4172,4241,25030
1001735,4/1/2025,Apr,4,6,24,0.80,81,12,6,4259,4241,102230
1001735,5/1/2025,May,5,29,2,0.07,1,2,6,4164,4074,8327
1001735,6/1/2025,Jun,6,21,9,0.30,31,26,6,4607,4406,41437
1001735,7/1/2025,Jul,7,7,24,0.77,1,1,6,4378,4339,105015
1001735,8/1/2025,Aug,8,4,27,0.87,121,9,6,3988,3982,107692
1001735,9/1/2025,Sep,9,30,0,0.00,,,6,,3815,0
1001735,10/1/2025,Oct,10,31,0,0.00,,,6,,3804,0
1001735,11/1/2025,Nov,11,30,0,0.00,,,6,,3748,0
1001735,12/1/2025,Dec,12,31,0,0.00,,,6,,3748,0
24026115,1/1/2025,Jan,1,31,0,0.00,,,2,,1380,0
24026115,2/1/2025,Feb,2,23,5,0.18,14,5,2,1344,1332,6718
24026115,3/1/2025,Mar,3,31,0,0.00,,,2,,1350,0
24026115,4/1/2025,Apr,4,25,5,0.17,3,5,2,1408,1362,7040
24026115,5/1/2025,May,5,11,20,0.65,1,49,1,1447,1392,29006
24026115,6/1/2025,Jun,6,1,29,0.97,,,1,1489,1489,43166
24026115,7/1/2025,Jul,7,31,0,0.00,,,1,,1277,0
24026115,8/1/2025,Aug,8,18,13,0.42,204,29,1,1154,1166,15002
24026115,9/1/2025,Sep,9,14,16,0.53,,,1,1177,1260,18795
24026115,10/1/2025,Oct,10,31,0,0.00,,,1,,1294,0
24026115,11/1/2025,Nov,11,30,0,0.00,,,1,,1171,0
24026115,12/1/2025,Dec,12,31,0,0.00,,,1,,1177,0
29145761,1/1/2025,Jan,1,21,10,0.32,14,2,2,1911,1986,19110
29145761,2/1/2025,Feb,2,10,18,0.64,4,2,2,1694,1659,30496
29145761,3/1/2025,Mar,3,0,31,1.00,27,10,2,1964,1964,60953
29145761,4/1/2025,Apr,4,26,4,0.13,2,2,2,2335,2175,9330
29145761,5/1/2025,May,5,19,12,0.39,2,2,2,2213,2230,26547
29145761,6/1/2025,Jun,6,23,7,0.23,8,1,2,2231,2510,15616
29145761,7/1/2025,Jul,7,12,19,0.61,4,3,2,2348,2298,44616
29145761,8/1/2025,Aug,8,17,14,0.45,4,3,2,2125,2130,29781
29145761,9/1/2025,Sep,9,7,23,0.77,5,5,2,1768,1746,40601
29145761,10/1/2025,Oct,10,5,26,0.84,19,4,2,1534,1539,39931
29145761,11/1/2025,Nov,11,1,29,0.97,4,3,2,1930,1930,55882
29145761,12/1/2025,Dec,12,12,19,0.61,5,2,2,1857,1891,35302
19022479,1/1/2025,Jan,1,29,2,0.07,1,2,2,2252,2315,4503
19022479,2/1/2025,Feb,2,17,11,0.39,61,11,2,2249,2273,24712
19022479,3/1/2025,Mar,3,31,0,0.00,,,2,,2294,0
19022479,4/1/2025,Apr,4,28,2,0.07,23,1,2,2261,2290,4522
19022479,5/1/2025,May,5,31,0,0.00,,,2,,2426,0
19022479,6/1/2025,Jun,6,30,0,0.00,,,2,,2443,0
19022479,7/1/2025,Jul,7,31,0,0.00,,,2,,2694,0
19022479,8/1/2025,Aug,8,28,3,0.10,54,3,2,2454,2353,7362
19022479,9/1/2025,Sep,9,30,0,0.00,,,2,,2532,0
19022479,10/1/2025,Oct,10,31,0,0.00,,,2,,2538,0
19022479,11/1/2025,Nov,11,30,0,0.00,,,2,,2498,0
19022479,12/1/2025,Dec,12,31,0,0.00,,,2,,2409,0
27646719,1/1/2025,Jan,1,0,31,1.00,,,30,762,762,23671
27646719,2/1/2025,Feb,2,21,7,0.25,,,23,765,789,5375
27646719,3/1/2025,Mar,3,31,0,0.00,,,24,,875,0
27646719,4/1/2025,Apr,4,12,18,0.60,64,22,30,870,870,15626
27646719,5/1/2025,May,5,16,15,0.48,66,2,16,872,877,13078
27646719,6/1/2025,Jun,6,0,30,1.00,21,31,30,948,948,28387
27646719,7/1/2025,Jul,7,28,3,0.10,4,2,30,1021,1032,3067
27646719,8/1/2025,Aug,8,19,12,0.39,78,4,30,825,809,9871
27646719,9/1/2025,Sep,9,30,0,0.00,,,30,,781,0
27646719,10/1/2025,Oct,10,31,0,0.00,,,30,,675,0
27646719,11/1/2025,Nov,11,30,0,0.00,,,30,,864,0
27646719,12/1/2025,Dec,12,29,2,0.07,92,2,16,1004,909,2008
27942507,1/1/2025,Jan,1,3,28,0.90,8,20,1,2419,2332,67665
27942507,2/1/2025,Feb,2,7,21,0.75,4,2,1,1396,1396,29269
27942507,3/1/2025,Mar,3,29,2,0.07,1,2,1,1362,1396,2723
27942507,4/1/2025,Apr,4,30,0,0.00,,,1,,1362,0
27942507,5/1/2025,May,5,28,3,0.10,1,1,1,1604,1447,4806
27942507,6/1/2025,Jun,6,29,1,0.03,1,1,1,1952,1729,1952
27942507,7/1/2025,Jul,7,25,6,0.19,2,2,1,1573,1578,9425
27942507,8/1/2025,Aug,8,27,4,0.13,5,18,1,1589,1495,6358
27942507,9/1/2025,Sep,9,12,18,0.60,1,4,1,1483,1450,26714
27942507,10/1/2025,Oct,10,28,3,0.10,5,1,1,1562,1506,4685
27942507,11/1/2025,Nov,11,19,11,0.37,1,2,1,1389,1394,15281
27942507,12/1/2025,Dec,12,29,2,0.07,6,2,1,1394,1366,2789
22346408,1/1/2025,Jan,1,31,0,0.00,,,3,,1622,0
22346408,2/1/2025,Feb,2,28,0,0.00,,,3,,1642,0
22346408,3/1/2025,Mar,3,31,0,0.00,,,3,,1738,0
22346408,4/1/2025,Apr,4,26,4,0.13,235,1,3,1774,1786,7098
22346408,5/1/2025,May,5,13,18,0.58,44,30,3,1744,1777,31409
22346408,6/1/2025,Jun,6,13,17,0.57,14,5,3,2041,2041,34689
22346408,7/1/2025,Jul,7,5,26,0.84,1,26,3,1868,1852,48520
22346408,8/1/2025,Aug,8,6,25,0.81,69,30,3,1840,1857,46066
22346408,9/1/2025,Sep,9,0,30,1.00,8,93,3,1679,1679,50360
22346408,10/1/2025,Oct,10,0,31,1.00,,,3,1601,1601,49635
22346408,11/1/2025,Nov,11,0,30,1.00,,,2,1595,1595,47906
22346408,12/1/2025,Dec,12,0,31,1.00,26,57,2,1628,1628,50528
22583178,1/1/2025,Jan,1,25,6,0.19,1,6,30,1917,1911,11489
22583178,2/1/2025,Feb,2,22,6,0.21,1,6,30,1916,1893,11509
22583178,3/1/2025,Mar,3,25,6,0.19,1,6,30,1929,1941,11588
22583178,4/1/2025,Apr,4,30,0,0.00,,,30,,1929,0
22583178,5/1/2025,May,5,31,0,0.00,,,30,,1895,0
22583178,6/1/2025,Jun,6,24,6,0.20,1,6,30,1907,1924,11433
22583178,7/1/2025,Jul,7,31,0,0.00,,,30,,1918,0
22583178,8/1/2025,Aug,8,31,0,0.00,,,30,,1829,0
22583178,9/1/2025,Sep,9,30,0,0.00,,,30,,1734,0
22583178,10/1/2025,Oct,10,31,0,0.00,,,30,,1768,0
22583178,11/1/2025,Nov,11,30,0,0.00,,,30,,1790,0
22583178,12/1/2025,Dec,12,25,6,0.19,1,6,30,1785,1790,10708
27949434,1/1/2025,Jan,1,11,20,0.65,19,2,1,2252,2113,45033
27949434,2/1/2025,Feb,2,17,11,0.39,20,1,1,1601,1566,17585
27949434,3/1/2025,Mar,3,16,15,0.48,5,1,1,1547,1553,23176
27949434,4/1/2025,Apr,4,9,21,0.70,26,2,1,1442,1448,30337
27949434,5/1/2025,May,5,16,15,0.48,10,2,1,1464,1442,21964
27949434,6/1/2025,Jun,6,6,24,0.80,20,2,1,1734,1734,41604
27949434,7/1/2025,Jul,7,24,7,0.23,1,7,1,1562,1662,10931
27949434,8/1/2025,Aug,8,21,10,0.32,8,3,1,1768,1835,17679
27949434,9/1/2025,Sep,9,4,26,0.87,11,3,1,1852,1857,48074
27949434,10/1/2025,Oct,10,14,17,0.55,11,2,1,1740,1712,29614
27949434,11/1/2025,Nov,11,22,8,0.27,5,4,1,1695,1690,13552
27949434,12/1/2025,Dec,12,19,12,0.39,3,4,1,2644,2125,31733
29327187,1/1/2025,Jan,1,3,28,0.90,75,3,1,2737,2725,76556
29327187,2/1/2025,Feb,2,6,22,0.79,47,2,2,2588,2576,56961
29327187,3/1/2025,Mar,3,8,23,0.74,52,3,2,2584,2567,59447
29327187,4/1/2025,Apr,4,6,24,0.80,52,2,2,2507,2501,60159
29327187,5/1/2025,May,5,6,25,0.81,80,2,2,2459,2459,61533
29327187,6/1/2025,Jun,6,7,23,0.77,64,3,2,2766,2733,63634
29327187,7/1/2025,Jul,7,7,24,0.77,39,5,2,2733,2694,65641
29327187,8/1/2025,Aug,8,7,24,0.77,28,3,2,2465,2476,59228
29327187,9/1/2025,Sep,9,2,28,0.93,69,7,2,2471,2487,69211
29327187,10/1/2025,Oct,10,8,23,0.74,45,2,1,2554,2543,58782
29327187,11/1/2025,Nov,11,6,24,0.80,51,3,2,2649,2588,63522
29327187,12/1/2025,Dec,12,8,23,0.74,119,2,1,2415,2415,55603
28428824,1/1/2025,Jan,1,2,29,0.94,118,29,5,1287,1287,37354
28428824,2/1/2025,Feb,2,12,16,0.57,1,11,5,1320,1338,21090
28428824,3/1/2025,Mar,3,19,12,0.39,1,32,5,1246,1280,14949
28428824,4/1/2025,Apr,4,0,30,1.00,30,30,5,1265,1265,38007
28428824,5/1/2025,May,5,11,20,0.65,,,5,1319,1347,26323
28428824,6/1/2025,Jun,6,30,0,0.00,,,5,,1428,0
28428824,7/1/2025,Jul,7,6,25,0.81,10,22,5,1562,1534,39095
28428824,8/1/2025,Aug,8,10,21,0.68,46,1,5,1405,1361,29558
28428824,9/1/2025,Sep,9,26,4,0.13,1,4,5,1868,1550,7473
28428824,10/1/2025,Oct,10,25,6,0.19,4,3,5,1450,1528,8700
28428824,11/1/2025,Nov,11,18,12,0.40,1,16,5,1361,1400,16341
28428824,12/1/2025,Dec,12,17,14,0.45,1,12,5,1260,1322,17679
19263801,1/1/2025,Jan,1,18,13,0.42,36,3,2,2448,2454,31812
19263801,2/1/2025,Feb,2,18,10,0.36,11,3,2,1905,1899,19045
19263801,3/1/2025,Mar,3,28,3,0.10,7,3,2,2068,1964,6200
19263801,4/1/2025,Apr,4,20,10,0.33,25,3,2,2072,2061,20721
19263801,5/1/2025,May,5,26,5,0.16,4,2,2,1900,1950,9501
19263801,6/1/2025,Jun,6,28,2,0.07,1,2,2,1952,2108,3904
19263801,7/1/2025,Jul,7,22,9,0.29,26,3,2,2030,2002,18293
19263801,8/1/2025,Aug,8,28,3,0.10,43,2,2,1840,1813,5521
19263801,9/1/2025,Sep,9,30,0,0.00,,,2,,1734,0
19263801,10/1/2025,Oct,10,25,6,0.19,23,3,2,1757,1695,10541
19263801,11/1/2025,Nov,11,22,8,0.27,7,3,2,1695,1651,13552
19263801,12/1/2025,Dec,12,28,3,0.10,1,1,2,1617,1684,4852
16789988,1/1/2025,Jan,1,24,7,0.23,67,1,1,1830,1813,12817
16789988,2/1/2025,Feb,2,25,3,0.11,3,1,1,1770,1747,5316
16789988,3/1/2025,Mar,3,28,3,0.10,15,3,1,1738,1744,5215
16789988,4/1/2025,Apr,4,29,1,0.03,1,1,1,1832,1752,1832
16789988,5/1/2025,May,5,28,3,0.10,5,1,1,1733,1733,5198
16789988,6/1/2025,Jun,6,28,2,0.07,2,2,1,1757,1796,3514
16789988,7/1/2025,Jul,7,30,1,0.03,5,1,1,1785,1824,1785
16789988,8/1/2025,Aug,8,18,13,0.42,1,13,1,1690,1690,21973
16789988,9/1/2025,Sep,9,30,0,0.00,,,1,,1712,0
16789988,10/1/2025,Oct,10,31,0,0.00,,,1,,1734,0
16789988,11/1/2025,Nov,11,30,0,0.00,,,1,,1695,0
16789988,12/1/2025,Dec,12,31,0,0.00,,,1,,1656,0
28445675,1/1/2025,Jan,1,20,11,0.35,14,3,1,2356,2904,25923
28445675,2/1/2025,Feb,2,6,22,0.79,18,7,1,2027,2016,44634
28445675,3/1/2025,Mar,3,14,17,0.55,23,3,1,2103,2068,35749
28445675,4/1/2025,Apr,4,27,3,0.10,50,1,1,1986,2032,5953
28445675,5/1/2025,May,5,19,12,0.39,14,3,1,2135,2107,25653
28445675,6/1/2025,Jun,6,30,0,0.00,,,1,,2231,0
28445675,7/1/2025,Jul,7,31,0,0.00,,,1,,2136,0
28445675,8/1/2025,Aug,8,31,0,0.00,,,1,,1991,0
28445675,9/1/2025,Sep,9,27,3,0.10,61,1,1,1617,1634,4852
28445675,10/1/2025,Oct,10,31,0,0.00,,,1,,1723,0
28445675,11/1/2025,Nov,11,30,0,0.00,,,1,,1673,0
28445675,12/1/2025,Dec,12,31,0,0.00,,,1,,1662,0
18015523,1/1/2025,Jan,1,14,17,0.55,25,21,3,1622,1617,27539
18015523,2/1/2025,Feb,2,2,26,0.93,,,3,1659,1653,43115
18015523,3/1/2025,Mar,3,19,12,0.39,1,26,3,1651,1646,19816
18015523,4/1/2025,Apr,4,4,26,0.87,1,28,3,1563,1557,40583
18015523,5/1/2025,May,5,4,27,0.87,1,25,3,1587,1576,42810
18015523,6/1/2025,Jun,6,16,14,0.47,,,3,1606,1595,22475
18015523,7/1/2025,Jul,7,31,0,0.00,,,3,,1550,0
18015523,8/1/2025,Aug,8,31,0,0.00,,,3,,1450,0
18015523,9/1/2025,Sep,9,13,17,0.57,1,18,3,1422,1405,24204
18015523,10/1/2025,Oct,10,30,1,0.03,,,3,1338,1405,1338
18015523,11/1/2025,Nov,11,25,5,0.17,58,5,4,1528,1483,7640
18015523,12/1/2025,Dec,12,15,16,0.52,1,8,5,1344,1316,21471
21651599,1/1/2025,Jan,1,9,22,0.71,93,4,7,1824,1819,40125
21651599,2/1/2025,Feb,2,0,28,1.00,16,6,7,1840,1840,51469
21651599,3/1/2025,Mar,3,15,16,0.52,2,3,7,1819,1825,29144
21651599,4/1/2025,Apr,4,7,23,0.77,28,4,7,1814,1809,41728
21651599,5/1/2025,May,5,20,11,0.35,4,2,7,1783,1822,19617
21651599,6/1/2025,Jun,6,20,10,0.33,26,5,7,1918,1918,19185
21651599,7/1/2025,Jul,7,25,6,0.19,1,6,7,1991,1918,11935
21651599,8/1/2025,Aug,8,31,0,0.00,,,7,,1707,0
21651599,9/1/2025,Sep,9,24,6,0.20,15,17,7,1768,1751,10596
21651599,10/1/2025,Oct,10,10,21,0.68,39,7,7,1807,1818,37924
21651599,11/1/2025,Nov,11,19,11,0.37,1,6,7,1707,1718,18795
21651599,12/1/2025,Dec,12,15,16,0.52,22,8,7,1734,1718,27718
18508351,1/1/2025,Jan,1,25,6,0.19,191,2,1,4982,5802,29906
18508351,2/1/2025,Feb,2,22,6,0.21,145,1,1,3050,2693,18286
18508351,3/1/2025,Mar,3,31,0,0.00,,,1,,2578,0
18508351,4/1/2025,Apr,4,29,1,0.03,1,1,1,2576,2541,2576
18508351,5/1/2025,May,5,29,2,0.07,83,2,1,2431,2476,4862
18508351,6/1/2025,Jun,6,30,0,0.00,,,1,,2627,0
18508351,7/1/2025,Jul,7,31,0,0.00,,,1,,2671,0
18508351,8/1/2025,Aug,8,31,0,0.00,,,1,,2459,0
18508351,9/1/2025,Sep,9,30,0,0.00,,,1,,2348,0
18508351,10/1/2025,Oct,10,31,0,0.00,,,1,,2437,0
18508351,11/1/2025,Nov,11,29,1,0.03,88,1,1,2565,2459,2565
18508351,12/1/2025,Dec,12,31,0,0.00,,,1,,2471,0
14490078,1/1/2025,Jan,1,31,0,0.00,,,5,,1443,0
14490078,2/1/2025,Feb,2,28,0,0.00,,,5,,1531,0
14490078,3/1/2025,Mar,3,31,0,0.00,,,5,,1582,0
14490078,4/1/2025,Apr,4,30,0,0.00,,,5,,1511,0
14490078,5/1/2025,May,5,31,0,0.00,,,5,,1481,0
14490078,6/1/2025,Jun,6,24,6,0.20,1,6,5,1422,1472,8533
14490078,7/1/2025,Jul,7,31,0,0.00,,,5,,1511,0
14490078,8/1/2025,Aug,8,31,0,0.00,,,5,,1422,0
14490078,9/1/2025,Sep,9,30,0,0.00,,,5,,1389,0
14490078,10/1/2025,Oct,10,31,0,0.00,,,5,,1327,0
14490078,11/1/2025,Nov,11,30,0,0.00,,,5,,1366,0
14490078,12/1/2025,Dec,12,25,6,0.19,1,6,5,1378,1400,8254
24080719,1/1/2025,Jan,1,25,6,0.19,34,2,2,1472,1449,8833
24080719,2/1/2025,Feb,2,16,12,0.43,54,3,1,1478,1478,17760
24080719,3/1/2025,Mar,3,22,9,0.29,29,3,2,1483,1489,13326
24080719,4/1/2025,Apr,4,26,4,0.13,4,4,2,1517,1477,6067
24080719,5/1/2025,May,5,16,15,0.48,16,5,2,1526,1515,22858
24080719,6/1/2025,Jun,6,21,9,0.30,1,11,2,1528,1506,13775
24080719,7/1/2025,Jul,7,19,12,0.39,1,10,2,1511,1534,18125
24080719,8/1/2025,Aug,8,31,0,0.00,,,2,,1523,0
24080719,9/1/2025,Sep,9,30,0,0.00,,,2,,1645,0
24080719,10/1/2025,Oct,10,31,0,0.00,,,2,,1628,0
24080719,11/1/2025,Nov,11,30,0,0.00,,,2,,1718,0
24080719,12/1/2025,Dec,12,31,0,0.00,,,2,,1539,0
14311441,1/1/2025,Jan,1,12,19,0.61,54,28,3,1287,1299,24422
14311441,2/1/2025,Feb,2,2,26,0.93,40,9,3,1373,1379,35754
14311441,3/1/2025,Mar,3,10,21,0.68,1,2,3,1553,1559,32620
14311441,4/1/2025,Apr,4,28,2,0.07,1,2,3,1660,1614,3320
14311441,5/1/2025,May,5,21,10,0.32,1,2,3,1604,1582,16040
14311441,6/1/2025,Jun,6,28,2,0.07,1,2,3,1617,1801,3235
14311441,7/1/2025,Jul,7,29,2,0.07,1,2,3,1534,1740,3067
14311441,8/1/2025,Aug,8,31,0,0.00,,,3,,1623,0
14311441,9/1/2025,Sep,9,30,0,0.00,,,3,,1539,0
14311441,10/1/2025,Oct,10,31,0,0.00,,,3,,1701,0
14311441,11/1/2025,Nov,11,30,0,0.00,,,3,,1673,0
14311441,12/1/2025,Dec,12,31,0,0.00,,,3,,1528,0
21269256,1/1/2025,Jan,1,5,26,0.84,26,12,5,1599,1605,41569
21269256,2/1/2025,Feb,2,14,14,0.50,22,7,6,1677,1642,23485
21269256,3/1/2025,Mar,3,5,26,0.84,66,8,6,1663,1657,43166
21269256,4/1/2025,Apr,4,1,29,0.97,5,18,6,1591,1591,46192
21269256,5/1/2025,May,5,17,14,0.45,30,5,6,1570,1610,22020
21269256,6/1/2025,Jun,6,8,22,0.73,50,13,7,1668,1679,36697
21269256,7/1/2025,Jul,7,6,25,0.81,1,11,7,1562,1562,39039
21269256,8/1/2025,Aug,8,3,28,0.90,9,18,7,1539,1534,43166
21269256,9/1/2025,Sep,9,11,19,0.63,1,19,7,2058,1974,39095
21269256,10/1/2025,Oct,10,2,29,0.94,23,31,7,1634,1673,47460
21269256,11/1/2025,Nov,11,22,8,0.27,1,3,7,1506,1528,12046
21269256,12/1/2025,Dec,12,15,16,0.52,1,16,7,1606,1617,25654
6707919,1/1/2025,Jan,1,17,14,0.45,203,1,15,2026,2015,28348
6707919,2/1/2025,Feb,2,23,5,0.18,186,1,15,2045,2097,10224
6707919,3/1/2025,Mar,3,31,0,0.00,,,15,,2086,0
6707919,4/1/2025,Apr,4,30,0,0.00,,,15,,2049,0
6707919,5/1/2025,May,5,31,0,0.00,,,15,,1990,0
6707919,6/1/2025,Jun,6,30,0,0.00,,,15,,2030,0
6707919,7/1/2025,Jul,7,31,0,0.00,,,15,,2036,0
6707919,8/1/2025,Aug,8,31,0,0.00,,,15,,1974,0
6707919,9/1/2025,Sep,9,30,0,0.00,,,15,,1974,0
6707919,10/1/2025,Oct,10,31,0,0.00,,,15,,1930,0
6707919,11/1/2025,Nov,11,30,0,0.00,,,15,,1868,0
6707919,12/1/2025,Dec,12,31,0,0.00,,,15,,1896,0
16043913,1/1/2025,Jan,1,3,28,0.90,121,4,2,3095,3089,86659
16043913,2/1/2025,Feb,2,0,28,1.00,78,3,1,3090,3090,86580
16043913,3/1/2025,Mar,3,1,30,0.97,92,10,2,3071,3071,92067
16043913,4/1/2025,Apr,4,2,28,0.93,62,5,2,2999,3005,83913
16043913,5/1/2025,May,5,2,29,0.94,31,3,2,3286,3309,95345
16043913,6/1/2025,Jun,6,11,19,0.63,42,3,2,3246,3318,61682
16043913,7/1/2025,Jul,7,4,27,0.87,41,3,2,3290,3251,88842
16043913,8/1/2025,Aug,8,7,24,0.77,44,8,2,3268,3179,78413
16043913,9/1/2025,Sep,9,3,27,0.90,69,4,2,3229,3246,87113
16043913,10/1/2025,Oct,10,3,28,0.90,23,5,2,3157,3173,88396
16043913,11/1/2025,Nov,11,0,30,1.00,78,8,2,3218,3218,96482
16043913,12/1/2025,Dec,12,5,26,0.84,37,5,2,3034,3051,78859
18620659,1/1/2025,Jan,1,28,3,0.10,1,3,2,2021,1963,6062
18620659,2/1/2025,Feb,2,28,0,0.00,,,2,,2056,0
18620659,3/1/2025,Mar,3,31,0,0.00,,,2,,2063,0
18620659,4/1/2025,Apr,4,20,10,0.33,1,10,2,1465,1769,14653
18620659,5/1/2025,May,5,17,14,0.45,13,22,2,1543,1705,21573
18620659,6/1/2025,Jun,6,0,30,1.00,,,2,1746,1746,52312
18620659,7/1/2025,Jul,7,6,25,0.81,1,31,2,1573,1567,39262
18620659,8/1/2025,Aug,8,13,18,0.58,13,6,2,1550,1467,27885
18620659,9/1/2025,Sep,9,23,7,0.23,5,3,2,1299,1338,9091
18620659,10/1/2025,Oct,10,31,0,0.00,,,2,,1383,0
18620659,11/1/2025,Nov,11,6,24,0.80,8,5,2,1411,1394,33908
18620659,12/1/2025,Dec,12,7,24,0.77,39,5,2,1338,1311,32124
23657380,1/1/2025,Jan,1,15,16,0.52,7,6,3,2575,2742,41165
23657380,2/1/2025,Feb,2,10,18,0.64,4,4,3,1951,1945,35111
23657380,3/1/2025,Mar,3,4,27,0.87,7,4,3,1964,1958,52958
23657380,4/1/2025,Apr,4,11,19,0.63,16,9,3,1969,1963,37435
